Primary planet name;Star name;Description
Kepler-150 c;Kepler-150;Kepler-150 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-150 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-150 b;Kepler-150;Kepler-150 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-150 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-149 d;Kepler-149;Kepler-149 d has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-149 d are still unknown, the object is highly unlikely to be a false positive.
Kepler-149 c;Kepler-149;Kepler-149 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-149 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-149 b;Kepler-149;Kepler-149 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-149 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-148 c;Kepler-148;Kepler-148 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-148 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-148 b;Kepler-148;Kepler-148 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-148 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-147 c;Kepler-147;Kepler-147 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-147 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-147 b;Kepler-147;Kepler-147 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-147 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-146 c;Kepler-146;Kepler-146 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-146 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-146 b;Kepler-146;Kepler-146 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-146 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-144 c;Kepler-144;Kepler-144 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-144 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-144 b;Kepler-144;Kepler-144 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-144 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-143 c;Kepler-143;Kepler-143 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-143 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-143 b;Kepler-143;Kepler-143 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-143 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-142 d;Kepler-142;Kepler-142 d has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-142 d are still unknown, the object is highly unlikely to be a false positive.
Kepler-142 c;Kepler-142;Kepler-142 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-142 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-142 b;Kepler-142;Kepler-142 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-142 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-141 c;Kepler-141;Kepler-141 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-141 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-141 b;Kepler-141;Kepler-141 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-141 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-140 c;Kepler-140;Kepler-140 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-140 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-140 b;Kepler-140;Kepler-140 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-140 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-139 c;Kepler-139;Kepler-139 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-139 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-139 b;Kepler-139;Kepler-139 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-139 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-138 b;KOI-314;Kepler-138 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-138 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-137 c;Kepler-137;Kepler-137 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-137 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-137 b;Kepler-137;Kepler-137 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-137 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-136 c;Kepler-136;Kepler-136 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-136 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-136 b;Kepler-136;Kepler-136 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-136 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-135 c;Kepler-135;Kepler-135 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-135 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-135 b;Kepler-135;Kepler-135 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-135 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-134 c;Kepler-134;Kepler-134 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-134 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-134 b;Kepler-134;Kepler-134 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-134 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-133 c;Kepler-133;Kepler-133 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-133 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-133 b;Kepler-133;Kepler-133 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-133 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-132 d;Kepler-132;Kepler-132 d has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-132 d are still unknown, the object is highly unlikely to be a false positive.
Kepler-132 c;Kepler-132;Kepler-132 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-132 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-132 b;Kepler-132;Kepler-132 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-132 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-131 c;Kepler-131;This planet has been discovered by the Kepler spacecraft. It was confirmed using a combination of high resolution imaging and spectroscopy and Doppler spectroscopy. This analysis pushes the false probability below 1 percent and puts contraints on the planet's size and mass.
Kepler-131 b;Kepler-131;This planet has been discovered by the Kepler spacecraft. It was confirmed using a combination of high resolution imaging and spectroscopy and Doppler spectroscopy. This analysis pushes the false probability below 1 percent and puts contraints on the planet's size and mass.
Kepler-130 d;Kepler-130;Kepler-130 d has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-130 d are still unknown, the object is highly unlikely to be a false positive.
Kepler-130 c;Kepler-130;Kepler-130 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-130 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-130 b;Kepler-130;Kepler-130 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-130 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-129 c;Kepler-129;Kepler-129 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-129 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-129 b;Kepler-129;Kepler-129 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-129 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-128 c;Kepler-128;This planet was discovered by the Kepler spacecraft. The planet is part of a multiplanetary system. Its planetary nature has been confirmed using transit timing variations which arise because the planets in one system pull on each other and slightly alter the transit times.
Kepler-128 b;Kepler-128;This planet was discovered by the Kepler spacecraft. The planet is part of a multiplanetary system. Its planetary nature has been confirmed using transit timing variations which arise because the planets in one system pull on each other and slightly alter the transit times.
Kepler-127 d;Kepler-127;Kepler-127 d has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-127 d are still unknown, the object is highly unlikely to be a false positive.
Kepler-127 c;Kepler-127;Kepler-127 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-127 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-127 b;Kepler-127;Kepler-127 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-127 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-126 d;Kepler-126;Kepler-126 d has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-126 d are still unknown, the object is highly unlikely to be a false positive.
Kepler-126 c;Kepler-126;Kepler-126 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-126 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-126 b;Kepler-126;Kepler-126 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-126 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-125 c;Kepler-125;Kepler-125 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-125 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-125 b;Kepler-125;Kepler-125 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-125 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-124 d;Kepler-124;Kepler-124 d has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-124 d are still unknown, the object is highly unlikely to be a false positive.
Kepler-124 c;Kepler-124;Kepler-124 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-124 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-124 b;Kepler-124;Kepler-124 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-124 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-123 c;Kepler-123;Kepler-123 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-123 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-123 b;Kepler-123;Kepler-123 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-123 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-122 f;Kepler-122;Kepler-122 f was confirmed by transit timing variations.
Kepler-122 e;Kepler-122;Kepler-122 e has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-122 e are still unknown, the object has been confirmed by transit timing variations.
Kepler-122 d;Kepler-122;Kepler-122 d has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-122 d are still unknown, the object is highly unlikely to be a false positive.
Kepler-122 c;Kepler-122;Kepler-122 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-122 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-122 b;Kepler-122;Kepler-122 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-122 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-121 c;Kepler-121;Kepler-121 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-121 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-121 b;Kepler-121;Kepler-121 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-121 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-120 c;Kepler-120;Kepler-120 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-120 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-120 b;Kepler-120;Kepler-120 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-120 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-119 c;Kepler-119;Kepler-119 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-119 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-119 b;Kepler-119;Kepler-119 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-119 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-118 c;Kepler-118;Kepler-118 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-118 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-118 b;Kepler-118;Kepler-118 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-118 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-117 c;Kepler-117;Kepler-117 c has been discovered by the Kepler spacecraft and is the outermost planet in the system. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence.
Kepler-117 b;Kepler-117;Kepler-117 b has been discovered by the Kepler spacecraft and is the innermost planet in the system. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence.
Kepler-116 c;Kepler-116;Kepler-116 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-116 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-116 b;Kepler-116;Kepler-116 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-116 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-115 c;Kepler-115;Kepler-115 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-115 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-115 b;Kepler-115;Kepler-115 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-115 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-114 d;Kepler-114;Kepler-114 d has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-114 d are still unknown, the object is highly unlikely to be a false positive.
Kepler-114 c;Kepler-114;Kepler-114 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-114 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-114 b;Kepler-114;Kepler-114 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-114 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-113 c;Kepler-113;This planet has been discovered by the Kepler spacecraft. It was confirmed using a combination of high resolution imaging and spectroscopy and Doppler spectroscopy. This analysis pushes the false probability below 1 percent and puts contraints on the planet's size and mass.
Kepler-113 b;Kepler-113;This planet has been discovered by the Kepler spacecraft. It was confirmed using a combination of high resolution imaging and spectroscopy and Doppler spectroscopy. This analysis pushes the false probability below 1 percent and puts contraints on the planet's size and mass.
Kepler-112 c;Kepler-112;Kepler-112 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-112 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-112 b;Kepler-112;Kepler-112 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-112 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-111 c;Kepler-111;Kepler-111 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-111 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-111 b;Kepler-111;Kepler-111 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-111 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-110 c;Kepler-110;Kepler-110 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-110 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-110 b;Kepler-110;Kepler-110 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-110 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-109 c;Kepler-109;This planet has been discovered by the Kepler spacecraft. It was confirmed using a combination of high resolution imaging and spectroscopy and Doppler spectroscopy. This analysis pushes the false probability below 1 percent and puts contraints on the planet's size and mass.
Kepler-109 b;Kepler-109;This planet has been discovered by the Kepler spacecraft. It was confirmed using a combination of high resolution imaging and spectroscopy and Doppler spectroscopy. This analysis pushes the false probability below 1 percent and puts contraints on the planet's size and mass.
Kepler-108 c;Kepler-108;Kepler-108 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-108 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-108 b;Kepler-108;Kepler-108 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-108 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-107 e;Kepler-107;Kepler-107 e has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-107 e are still unknown, the object is highly unlikely to be a false positive.
Kepler-107 d;Kepler-107;Kepler-107 d has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-107 d are still unknown, the object is highly unlikely to be a false positive.
Kepler-107 c;Kepler-107;Kepler-107 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-107 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-107 b;Kepler-107;Kepler-107 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-107 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-106 e;Kepler-106;This planet has been discovered by the Kepler spacecraft. It was confirmed using a combination of high resolution imaging and spectroscopy and Doppler spectroscopy. This analysis pushes the false probability below 1 percent and puts contraints on the planet's size and mass.
Kepler-106 d;Kepler-106;This planet has been discovered by the Kepler spacecraft. It was confirmed using a combination of high resolution imaging and spectroscopy and Doppler spectroscopy. This analysis pushes the false probability below 1 percent and puts contraints on the planet's size and mass.
Kepler-106 c;Kepler-106;This planet has been discovered by the Kepler spacecraft. It was confirmed using a combination of high resolution imaging and spectroscopy and Doppler spectroscopy. This analysis pushes the false probability below 1 percent and puts contraints on the planet's size and mass.
Kepler-106 b;Kepler-106;This planet has been discovered by the Kepler spacecraft. It was confirmed using a combination of high resolution imaging and spectroscopy and Doppler spectroscopy. This analysis pushes the false probability below 1 percent and puts contraints on the planet's size and mass.
Kepler-105 c;Kepler-105;Kepler-105 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-105 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-105 b;Kepler-105;Kepler-105 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-105 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-104 d;Kepler-104;Kepler-104 d has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-104 d are still unknown, the object is highly unlikely to be a false positive.
Kepler-104 c;Kepler-104;Kepler-104 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-104 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-104 b;Kepler-104;Kepler-104 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-104 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-103 c;Kepler-103;This planet has been discovered by the Kepler spacecraft. It was confirmed using a combination of high resolution imaging and spectroscopy and Doppler spectroscopy. This analysis pushes the false probability below 1 percent and puts contraints on the planet's size and mass.
Kepler-103 b;Kepler-103;This planet has been discovered by the Kepler spacecraft. It was confirmed using a combination of high resolution imaging and spectroscopy and Doppler spectroscopy. This analysis pushes the false probability below 1 percent and puts contraints on the planet's size and mass.
